0.3142 -0.4525 0.1801 0.3899 -0.8827 0.1931 0.9231 -0.7981 -0.3852 -1.1529 -0.7062 -0.7356 0.7611 0.3951 0.1900 -0.5624 0.7601 -0.7504 -0.2593 1.3164 -0.1344 0.6449 0.4714 -1.0477 1.0897 0.8517 0.0307 -0.3721 0.4579 0.2489 0.8602 0.2397 0.7502 0.2883 0.5482 1.1926 -0.4190 -0.2207 0.2967 0.5433 -1.1752 0.7575 0.1361 0.9838 0.6995 -0.6171 0.0814 0.2931 -1.0013 0.9841 
0.7383 0.5671 -0.2406 -0.7205 0.7742 -0.0846 -0.1508 0.8550 0.8535 0.3044 -0.8934 -0.0028 -0.8414 -0.7678 -0.2004 -0.1642 -0.0597 0.3782 0.8199 -0.7718 0.3945 0.3437 -0.7755 0.5491 0.5764 -0.1559 -1.1502 0.5757 0.2677 -0.8300 0.1729 0.0813 -1.1416 -0.1355 0.1557 0.2052 0.3652 0.2742 1.0682 -0.2290 -0.3396 0.2362 -1.0570 -0.2146 0.7116 -0.6869 0.0553 0.5122 0.4457 0.8499 
0.5297 0.2008 0.0216 0.4832 -0.6813 1.0824 -0.6837 0.2512 0.5370 0.4034 -0.3447 0.4784 -0.4872 -0.5054 -0.5507 -0.5355 0.8805 0.0048 -0.9371 -1.0619 0.7819 -0.0588 0.5462 0.0600 -0.4298 1.0272 0.6215 -0.0776 -0.3073 0.1980 0.1528 0.1234 0.4950 0.1005 -0.0545 1.2612 0.6733 0.4158 -0.2023 0.4849 1.2405 0.6259 0.6400 0.9234 0.5170 0.3310 -0.4175 0.7060 -0.6223 -0.3082 
-0.1903 0.3033 0.6208 0.7356 -0.5870 0.0606 -0.2398 0.5145 0.3313 -0.1208 -0.8250 -0.7146 -0.0459 0.2514 -0.1149 -0.2449 0.9797 0.9383 -0.6271 -0.0266 -0.7342 0.7371 -0.1270 0.7722 0.9601 -0.3523 1.3774 1.3988 -0.8893 0.1072 -0.6623 0.5431 0.4750 0.2064 -0.4893 -0.6868 0.1998 -0.0933 0.9967 0.6627 1.4929 0.8068 -0.1255 -0.4817 0.5857 0.4527 -0.6246 0.0647 -0.5940 0.8572 
-0.1314 0.3218 -0.6614 -0.4368 -0.2087 0.1453 0.6139 -1.0550 0.3097 -0.4146 0.3920 0.1569 0.5635 -0.1245 0.0443 -0.5595 0.1037 -0.1079 -0.0554 -0.5945 1.1653 1.0246 -0.7152 0.5525 0.2310 -0.7819 -0.4244 -0.0743 -0.1625 -0.9054 0.8365 -0.3926 0.3440 -0.6515 -0.4260 -0.0268 0.4795 0.5741 0.8799 -0.0001 0.7736 0.4960 0.8638 0.6320 0.7146 0.9107 0.1072 -0.2617 -0.1445 -0.1505 
0.6847 0.5312 0.0712 1.0107 -0.3870 -0.3402 -0.7412 -0.1216 0.4341 -0.4358 -1.0813 -0.3743 1.0111 0.3739 0.2821 0.4308 1.0953 0.7571 0.0381 -0.2659 -0.0043 0.0188 -0.3564 0.4451 -0.7241 0.0762 0.0331 0.0578 0.6260 0.4172 -0.8488 0.6223 -0.1778 0.0685 0.6880 -0.6957 0.5534 -0.5443 -0.0437 0.8730 0.6853 -0.0508 -0.4532 0.8509 0.9888 0.2755 -0.8803 -0.6001 -0.6754 0.5755 
0.4739 0.1723 -0.5833 0.4920 -0.0595 -0.3142 -0.3527 -0.5611 -0.0959 0.6609 1.3040 0.2064 -0.4344 0.8966 0.2592 -0.1668 -0.6284 -0.5222 -0.7970 0.4477 0.4337 -0.8219 0.6807 0.1031 0.4658 -0.2846 0.3125 0.5414 0.9661 0.3130 0.0451 0.6213 0.2440 0.1411 -0.4930 -0.7667 0.3585 -1.0446 0.1300 -0.4000 -0.9668 -0.3599 0.8874 -0.4314 -0.7898 0.2274 -0.2567 -0.3954 -0.1295 -0.7530 
0.0340 0.3573 -0.2894 0.0417 -0.5118 -0.1698 -0.2094 0.1846 0.3994 0.4489 -0.2771 -0.5453 -0.3652 0.3953 1.3949 0.4008 -0.3456 0.7780 -0.4509 0.7536 -0.3882 -0.1155 -1.3189 0.3353 0.8994 0.6639 -0.7906 -0.4190 0.9874 -0.1490 0.6851 -0.0135 0.2431 -0.5593 0.6303 -0.6910 -0.1049 1.2689 0.4423 -0.4494 -0.5862 -0.4308 0.5163 -0.1903 -0.2852 -0.5365 0.9300 -0.8677 0.0152 0.2372 
-0.4633 0.2234 -0.3585 0.3851 0.3079 0.8944 -0.8316 -0.8458 -0.9356 0.6234 -0.6131 0.7670 0.0198 0.6810 0.2804 0.7035 -0.1263 -0.2490 0.4473 -0.0024 1.0108 -0.5285 -1.1396 0.6432 -0.4967 0.8268 -0.5735 -0.4314 -0.3005 -0.4612 0.6241 0.0870 -1.2924 -0.3447 0.0617 1.0182 0.3187 -0.3759 0.7603 -0.0904 0.5698 -0.6551 0.3703 -0.2216 -0.0604 0.8828 -0.9340 -0.7665 -0.3663 0.3776 
0.8332 1.1751 0.1700 0.3236 0.6956 0.1924 0.3939 0.3220 -0.5664 0.9023 0.1086 -0.7573 0.6059 -0.0825 0.8721 0.2626 -0.5253 -0.6438 1.0213 0.4276 -0.2997 -0.6011 -0.7212 -0.5118 1.0041 -0.6748 0.3903 0.1064 0.3210 1.0142 -0.8496 -0.9650 0.1457 0.7657 -0.5846 0.1963 0.0339 0.2196 0.1606 -0.0695 -0.3055 -0.0708 -0.0483 0.0045 0.8731 0.1574 -0.6752 -1.1380 -0.2928 -0.1662 
-0.4203 0.7706 -0.0761 0.5420 -0.9458 0.3648 0.7727 -0.4041 0.3713 0.4206 -1.1019 0.4371 0.8479 0.5219 0.2766 0.7208 -0.0191 -0.1996 0.2134 0.5661 0.8872 0.7625 -0.6537 -0.8938 0.2386 -0.7811 -0.0296 0.0344 -0.4877 0.2750 -0.4176 -0.7823 -0.2370 0.6924 -0.2808 0.0290 0.3812 0.5086 0.8514 -0.1632 0.6365 0.5693 0.4949 0.9103 -1.0008 -0.2866 0.8283 0.1673 0.7474 0.1736 
0.9350 -0.2193 0.3673 -0.4830 -1.0657 -0.9133 -0.3901 0.3755 0.3711 1.0971 0.7524 -0.5405 -0.4625 0.7015 -0.6439 0.0209 -0.2894 0.0856 0.0917 0.3712 -0.0378 -0.6243 0.3848 0.4783 -0.5142 0.5281 0.7592 -0.3986 0.0326 -0.2065 0.1839 -0.8101 0.4773 -0.7843 -0.3509 -1.0990 0.5704 -0.0934 0.0055 -0.5043 0.1652 -0.0230 0.6539 0.0335 0.0249 -0.6076 -0.2578 0.8794 0.2379 -0.0996 
0.4254 -0.9996 -0.2826 -0.0880 -0.9110 0.5324 1.0883 0.3131 0.1175 0.9742 1.2073 -0.8185 0.7857 -0.3633 -1.1933 0.7518 0.6595 -0.0368 -0.3421 0.9330 0.1439 1.3757 -0.6903 0.7052 -0.8574 -0.5171 0.1521 1.0151 0.3479 -0.8170 0.2747 -0.4971 0.6397 0.5581 0.0755 -1.3713 -0.3418 0.9104 0.0410 0.5831 -0.8528 -0.2395 0.0543 -0.8077 -0.1144 0.2876 -0.2820 -0.4302 0.1867 -0.3995 
